name,neo,pha,epoch_cal,equinox,e,a,q,i,w,H,ma,ad,n,moid,t_jup,om,per,per_y,class,producer,first_obs,last_obs,diameter,albedo
Hathor,Y,Y,20040811.0000000,J2000,.4498841655895494,.8438292455376517,.4642038295088863,5.854591233229053,39.92629416655726,20.2,42.10443294792183,1.223454661566417,1.271517126434761,.00687373,6.882,211.5421370750162,283.1263476642372,0.775157693810369,ATE,Giorgini,1976-10-25,2014-10-24,0.3,
Beltrovata,Y,N,20200531.0000000,J2000,.4133577609202115,2.105121146025348,1.234952982638521,5.223636168557607,43.00914992355501,15.1,2.434893880599706,2.975289309412176,.3226921742269396,.233199,3.625,287.3373909315201,1115.614287400794,3.05438545489608,AMO,"Otto Matic",1977-09-04,2019-04-23,2.3,0.27
Seneca,Y,N,20200531.0000000,J2000,.5709673236567876,2.516282772678057,1.079567532398386,14.67274945506941,37.38316178994204,17.52,240.1293104884265,3.952998012957728,.2469249118843584,.132428,3.172,167.3469303119492,1457.933090884721,3.99160326046467,AMO,"Otto Matic",1978-02-17,2018-08-04,0.9,0.21
Krok,Y,N,20200531.0000000,J2000,.4493181913097117,2.151154456058725,1.184601626634592,8.441614512036683,154.7422010278129,16.2,101.8877455319598,3.117707285482859,.3123896828234083,.184359,3.555,172.0638477363994,1152.406816852224,3.15511791061526,AMO,"Otto Matic",1981-08-21,2020-02-15,1.6,
Eger,Y,N,20200531.0000000,J2000,.3541491619901507,1.404234014827083,.9069257152380068,20.93087916476784,254.0818869746415,15.2,76.28541845620119,1.901542314416159,.5923042389262536,.0798354,4.613,129.7524654889583,607.7957514749827,1.66405407659133,APO,"Otto Matic",1982-01-21,2019-09-18,1.5,0.64
Florence,Y,Y,20200531.0000000,J2000,.4229445910453244,1.768974947335498,1.020796561665261,22.14249624858464,27.84781486656305,14.0,50.43779606820457,2.517153333005735,.4189107934728757,.0453329,3.920,336.0638555801969,859.3715072736836,2.35283095762815,AMO,"Otto Matic",1979-03-09,2019-09-20,4.9,0.231
Nefertiti,Y,N,20200531.0000000,J2000,.2839877521113218,1.574480939978548,1.127347637091919,32.96249953498466,53.42212518168246,14.8,.7873390917520738,2.021614242865176,.498882146914559,.216441,4.190,339.9912092972017,721.613315342101,1.97566958341438,AMO,"Otto Matic",1982-09-13,2019-06-25,2.2,0.42
Phaethon,Y,Y,20200531.0000000,J2000,.8898311206936256,1.271367884101982,.1400651749776319,22.25951171307781,322.1867098330639,14.3,228.9572432413808,2.402670593226332,.6875388114627582,.0194361,4.510,265.2176958865816,523.6068044421955,1.43355730168979,APO,"Davide Farnocchia",1983-10-27,2019-11-05,6.25,0.1066
Ul,Y,N,20200531.0000000,J2000,.395867985128419,2.101721575511026,1.26971729011255,25.07050400019739,159.0775409258467,16.4,146.9061969974157,2.933725860909503,.3234754308942451,.276557,3.533,158.8162187568392,1112.91296221411,3.04698962960742,AMO,"Otto Matic",1982-09-14,2020-01-29,,
Seleucus,Y,N,20200531.0000000,J2000,.4561159601903964,2.033178574627838,1.10581337682292,5.929923368345668,349.3408127549374,15.2,57.08649481506183,2.960543772432756,.3399701502004187,.102002,3.666,218.639775957357,1058.916495426947,2.89915536051183,AMO,"Otto Matic",1982-02-28,2019-01-02,2.8,0.22
McAuliffe,Y,N,20200531.0000000,J2000,.3691144429108559,1.879156166569836,1.185532485003911,4.77334097778362,15.91541090983284,15.8,95.83154239672078,2.57277984813576,.3826130367890836,.202741,3.882,107.3623279784191,940.8984153314434,2.57603946702654,AMO,"Otto Matic",1981-02-06,2020-02-05,,
Syrinx,Y,N,20200531.0000000,J2000,.7461017392794402,2.465440309649356,.6259710065303297,21.16213486260597,63.46119544074979,15.9,2.58984936701919,4.304909612768381,.2546023074622965,.108775,2.965,242.5535904561594,1413.969903054832,3.87123861205977,APO,"Otto Matic",1981-11-04,2020-02-06,1.8,0.17
Orpheus,Y,Y,20111010.0000000,J2000,.3227518287938224,1.209662179045708,.8192414985359853,2.685064208145241,301.6952073346065,19.03,102.8299018073053,1.60008285955543,.7408118495057834,.0135908,5.213,189.5305495453812,485.9533500175061,1.33046776185491,APO,"Otto Matic",1982-04-24,2018-05-18,0.3,0.357
Khufu,Y,Y,20200531.0000000,J2000,.4684786225760869,.9895240677031433,.5259531954596882,9.91690600813587,55.05400164486407,18.3,197.8283040201547,1.453094939946598,1.001300726330682,.0135341,6.017,152.4336909462086,359.5323468097726,0.984345918712588,ATE,"Otto Matic",1984-08-30,2004-11-27,0.7,0.21
Verenia,Y,N,20200531.0000000,J2000,.4868495546542013,2.09293741232824,1.07399176521712,9.50709774721107,193.2539001829902,16.6,42.2047686755151,3.111883059439361,.3255140300731491,.0759261,3.579,173.7865513281061,1105.943113785606,3.02790722460125,AMO,"Otto Matic",1983-09-07,2019-05-30,0.9,0.37
"Don Quixote",Y,N,20200531.0000000,J2000,.708940624511585,4.260619707848584,1.240093311360042,31.08439684888597,316.4979512563062,12.8,84.53233200965069,7.281146104337127,.1120714306708544,.334156,2.314,349.9647671115073,3212.23703351565,8.79462569066571,AMO,"Otto Matic",1983-09-10,2019-12-31,19.0,0.03
Mera,Y,N,20200531.0000000,J2000,.3201562341616927,1.64451829601166,1.118015511350563,36.77055365446856,288.8731951640264,16.4,261.93560329057,2.171021080672757,.4673540489134642,.294382,4.017,232.5277883126561,770.2939577327979,2.10894991850184,AMO,"Otto Matic",1985-05-11,2019-08-26,,
Amun,Y,N,20200531.0000000,J2000,.280576760744493,.9739454856228307,.7006790161250547,23.35695516099013,359.4009549855169,15.82,26.0368830535026,1.247211955120607,1.025420747928558,.250657,6.105,358.6102876226886,351.0754007340228,0.961192062242362,ATE,"Otto Matic",1986-03-04,2018-12-20,3.341,0.074
Dionysus,Y,Y,20200531.0000000,J2000,.5416798820204831,2.198591329800273,1.007658637662804,13.5340948148173,204.2630077510122,16.4,7.994515526347443,3.389524021937742,.3023342209781789,.0206816,3.429,82.08580897142748,1190.735203032088,3.2600553128873,APO,"Otto Matic",1984-05-27,2019-01-30,1.5,0.16
Bede,Y,N,20200531.0000000,J2000,.2841953364977403,1.774496551947305,1.27019290725256,20.35824565019472,234.970253260076,14.7,37.97432236748458,2.278800196642049,.4169570623060673,.35162,3.982,348.746811289495,863.3982549880448,2.3638555920275,AMO,"Otto Matic",1975-06-09,2020-01-31,4.3,0.593
Camillo,Y,N,20200531.0000000,J2000,.3016718806693883,1.41356376435456,.9871313251156197,55.55753317720542,312.2175550876127,15.3,150.4557111847587,1.8399962035935,.5864499696627795,.0782416,4.243,147.966927780458,613.8631061862058,1.68066558846326,APO,"Otto Matic",1976-01-28,2020-03-05,2.306,0.210
Cruithne,Y,N,20200531.0000000,J2000,.5148441284523386,.9976970059775866,.4840385604755483,19.80627854737007,43.83758142464817,15.6,166.470207071289,1.511355451479625,.9890222693229248,.0712049,5.922,126.2250961707905,363.9958483912122,0.996566320030697,ATE,"Otto Matic",1973-10-17,2019-11-09,2.071,0.365
Anagolay,Y,Y,20200531.0000000,J2000,.44630354796355,1.834366453577306,1.015682197080439,3.867817849320273,17.22973130025246,18.9,19.07701735902614,2.653050710074172,.3967116228427927,.036196,3.897,74.96083695184362,907.4601783035215,2.48449056345933,APO,"Otto Matic",1982-12-14,2019-09-19,0.5,0.18
Epona,Y,N,20200531.0000000,J2000,.7025010079478672,1.50495041462628,.4477212314397575,29.20776351395789,49.69521695924333,15.6,91.61070180184598,2.562179597812801,.5338518935258029,.159811,4.126,235.5031876715469,674.3443347599552,1.84625416772062,APO,"Otto Matic",1986-11-30,2020-02-25,,
Nyx,Y,N,20200531.0000000,J2000,.4589935894896831,1.927872802601717,1.04299154485602,2.18557411909317,126.5624276891909,17.3,296.5588755631702,2.812754060347415,.3682023101699507,.0573946,3.780,261.2506739017289,977.7233603825985,2.67686067182094,AMO,"Otto Matic",1980-08-06,2019-04-25,1.0,0.23
Huma,Y,N,20200531.0000000,J2000,.3166590252152824,1.54447125616898,1.055400493717488,10.76737589369606,86.8990377735973,17.8,214.7719846714751,2.033542018620472,.5134927647765726,.177819,4.384,229.8131873632243,701.0809590601355,1.91945505560612,AMO,"Otto Matic",1986-06-04,2020-01-19,0.7,
Wilson-Harrington,Y,Y,20200531.0000000,J2000,.6311870008430976,2.62591431943406,.9684713356795318,2.798300038399078,95.37018370850321,15.99,171.0177171406315,4.283357303188589,.2316238343368316,.0430104,3.082,266.8176433819764,1554.244195251864,4.25528869336582,APO,"Otto Matic",1949-11-19,2019-03-01,4,0.05
Vishnu,Y,Y,20100106.0000000,J2000,.4439425780383143,1.059509941130633,.5891483664078772,11.17043812213602,296.6030781146797,18.4,62.85109432974585,1.529871515853389,.9037462744057568,.0193934,5.704,158.0140749980857,398.3418910763554,1.09060066003109,APO,"Otto Matic",1986-08-02,2015-07-06,0.42,0.52
Magellan,Y,N,20200531.0000000,J2000,.3263362316763903,1.82043461014798,1.22636083945901,23.25372315406484,154.3661985263214,14.7,345.203518262715,2.414508380836951,.4012743946945916,.23975,3.886,164.8297926007054,897.1417183844851,2.45624015984801,AMO,"Otto Matic",1985-01-21,2020-03-10,2.49,0.31
Toutatis,Y,Y,20200531.0000000,J2000,.6242486420344596,2.545398024690193,.9564367643401444,.4479491052800336,277.9899107677535,15.2,311.2833559251009,4.134359285040243,.2427004154645647,.00657948,3.137,125.1994137753345,1483.310192571803,4.06108197829378,APO,"Otto Matic",1934-02-10,2019-07-05,5.4,
Cuno,Y,Y,20200531.0000000,J2000,.6341387636243487,1.983072161628205,.7255292328754304,6.704037023888967,236.349005699506,14.1,331.350530072703,3.240615090380979,.3529362744090001,.0283304,3.572,294.8674921347591,1020.01416715476,2.79264659043055,APO,"Otto Matic",1959-06-05,2020-02-16,3.651,0.097
Morpheus,Y,N,20200531.0000000,J2000,.7724192790605215,2.295124787435123,.5223261537705526,12.59410572238528,122.5110208384925,14.9,263.2702171401917,4.067923421099694,.2834618510526574,.0983462,3.090,7.044701672931549,1270.012167997606,3.47710381381959,APO,"Otto Matic",1954-09-03,2019-07-10,1.8,0.37
Ubasti,Y,N,20200531.0000000,J2000,.4683921505294974,1.647086661380441,.8756041979480061,40.71242327167252,278.9331509444987,15.8,134.9598953701178,2.418569124812876,.466261330544564,.169603,3.913,169.1866839258711,772.0991993471613,2.11389240067669,APO,"Otto Matic",1987-08-23,2018-07-13,,
Poseidon,Y,N,20200531.0000000,J2000,.6795653132149344,1.835967624927373,.5883077108411234,11.85378497385541,15.67950060770312,15.9,129.5994144357191,3.083627539013622,.3961927699253681,.194013,3.687,108.1001586194833,908.6485855554965,2.48774424518959,APO,"Otto Matic",1987-05-29,2018-08-08,,
Aditi,Y,N,20200531.0000000,J2000,.5644002390075878,2.580681127479128,1.124144082327537,26.63802301661972,68.15070272946105,16.0,113.4192280640748,4.03721817263072,.2377401624607585,.331404,3.056,22.88805212021094,1514.258240062496,4.14581311447638,AMO,"Otto Matic",1985-10-14,2019-05-31,1.801,0.343
Pan,Y,Y,20200531.0000000,J2000,.586672402334571,1.442495037130388,.596223008341407,5.520541907169214,291.8364107564109,17.1,1.709167873886633,2.288767065919368,.5688956099522141,.028548,4.456,311.8067258416999,632.8050238078638,1.73252573253351,APO,"Otto Matic",1937-02-06,2020-02-28,,
Mithra,Y,Y,20200531.0000000,J2000,.663023402844932,2.199297519099557,.7411117941177517,3.039698860306383,168.9064810140447,15.5,33.94874901426231,3.657483244081362,.3021886144493536,.0462892,3.338,82.23629970890292,1191.308946751651,3.26162613758152,APO,"Otto Matic",1987-01-29,2019-11-27,1.849,0.297
Pocahontas,Y,N,20200531.0000000,J2000,.296462275068975,1.730402045782561,1.217403118505854,16.404534112789,173.9667029682923,17.3,123.0705927211195,2.243400973059268,.4329956607188595,.219924,4.064,198.1175595368247,831.4171079736179,2.27629598350067,AMO,"Otto Matic",1987-09-24,2020-01-24,,
Cleobulus,Y,N,20200531.0000000,J2000,.5240915029944507,2.70448507372651,1.287087426611125,2.512920136681998,76.31514981414951,15.6,292.99906658936,4.121882720841895,.2216037935195258,.306677,3.151,45.95842357403166,1624.520926661302,4.44769589777222,AMO,"Otto Matic",1980-12-30,2019-09-25,,
Xanthus,Y,N,20200531.0000000,J2000,.2501656272957509,1.042099099153679,.7814017243095622,14.14491537527707,333.8395213522535,17.1,311.7519996797174,1.302796473997796,.9264895883495823,.172809,5.833,23.98478636990216,388.5634598887312,1.06382877450714,APO,"Otto Matic",1989-03-30,2020-01-26,1.3,
Asclepius,Y,Y,20200531.0000000,J2000,.357052267864516,1.022636911569285,.657502083091507,4.917323878156523,255.3412732523641,20.7,127.2760482426474,1.387771740047062,.9530635877230191,.00354485,5.913,180.2183585562669,377.7292560930612,1.03416634111721,APO,"Otto Matic",1989-03-31,2019-05-10,,
,Y,N,20200531.0000000,J2000,.5199542216102424,2.238728418140025,1.074692126089299,37.07686352400383,248.4024332386285,16.4,179.6433300288284,3.402764710190751,.2942401651345567,.296609,3.218,154.2301421880091,1223.490341080291,3.3497339933752,AMO,"Otto Matic",1981-08-28,2020-02-29,,
Nereus,Y,Y,20200531.0000000,J2000,.3603359277288574,1.488743084543617,.9522954640246722,1.432103459159016,158.0702676544289,18.4,41.94650323687181,2.025190705062562,.5425933143226883,.00332828,4.493,314.40555111343,663.4803461398765,1.81651018792574,APO,"Otto Matic",1981-09-30,2020-01-25,0.33,0.55
,Y,N,20200531.0000000,J2000,.5174138379501934,2.232648320412635,1.077445184154881,6.373195987046823,213.8393445039421,19.4,292.4821190248406,3.38785145667039,.2954429249095954,.109403,3.445,241.2409009637,1218.509463748908,3.33609709445286,AMO,"Otto Matic",1980-11-29,2011-05-01,0.6,0.18
Castalia,Y,Y,20200531.0000000,J2000,.4832323083363309,1.063147864469693,.5494004678191624,8.885519032246105,121.4098270048962,16.9,325.5663099445063,1.576895261120223,.8991115303311785,.0205439,5.676,325.541301786002,400.3952656100381,1.09622249311441,APO,"Otto Matic",1989-08-01,2016-06-17,1.4,
Ninkasi,Y,N,20200531.0000000,J2000,.1683455300520809,1.370090510599983,1.139441897373702,15.65097546326403,192.9098615043385,18.0,241.2323910365631,1.600739123826263,.6145824952192015,.150456,4.772,215.4465196181941,585.7635106766256,1.60373308877926,AMO,"Otto Matic",1978-02-17,2018-04-23,,
,Y,Y,20200531.0000000,J2000,.6576260243238594,1.621007825560215,.5549908938391866,24.39060292626519,77.75350077193133,15.0,241.2112024897174,2.687024757281244,.4775583101008514,.0260673,3.976,77.70392163169116,753.8346467554397,2.06388678098683,APO,"Otto Matic",1974-07-21,2019-09-22,,
Eric,Y,N,20200531.0000000,J2000,.4493837521824373,2.000855357856357,1.101703469568534,17.42944101037475,52.58954714803393,12.5,150.9533898482712,2.900007246144179,.3482415058133135,.194663,3.658,358.4436092228531,1033.765343850167,2.83029526037007,AMO,"Otto Matic",1975-06-07,2020-03-09,10.8,0.176
Brucemurray,Y,N,20200531.0000000,J2000,.2187914328448276,1.565492767670026,1.222976361923286,35.01082635910582,97.46012656354105,14.9,65.36833195509921,1.908009173416766,.5031847558254808,.425695,4.201,254.9001662402833,715.4429776184605,1.95877611942084,AMO,"Otto Matic",1976-03-11,2019-11-27,3.499,0.132
Ptah,Y,Y,20200531.0000000,J2000,.5000774535746889,1.636361895079404,.8180542054614435,7.405387504347107,105.8139257564131,16.4,140.140473963068,2.454669584697365,.4708526697115138,.0248728,4.143,10.72728291332828,764.5703702191346,2.09327958992234,APO,"Otto Matic",1960-09-24,2018-07-11,,
,Y,N,20200531.0000000,J2000,.5691539333527227,1.486128269048439,.6402925192528468,36.43079087249932,135.8463475013329,14.8,207.603172778125,2.331964018844032,.5440259685550225,.274193,4.208,110.3753213840811,661.7331171822358,1.81172653574876,APO,"Otto Matic",1978-12-06,2020-02-20,,
Heracles,Y,N,20200531.0000000,J2000,.7722007404364657,1.833305536052864,.4176256436665707,9.030542501099534,227.7858351412538,14.0,130.7246385911632,3.248985428439156,.3970560328619931,.0584006,3.583,309.492045155322,906.6730390799202,2.48233549371641,APO,"Otto Matic",1953-11-30,2019-11-17,4.843,0.227
,Y,Y,20200531.0000000,J2000,.4783414211238734,1.55240131295931,.8098234627637865,3.578357325635536,159.7744240095062,17.8,161.9381145284915,2.294979163154833,.5095632182587694,.0444772,4.309,135.2175550817337,706.487413338344,1.93425712070731,APO,"Otto Matic",1990-10-20,2020-01-27,,
Lyapunov,Y,N,20200531.0000000,J2000,.6047916152771321,2.986215669362206,1.180177471122755,19.60651653299614,321.0592313495496,15.5,156.2171306214554,4.792253867601657,.1909951410815617,.2312,2.879,352.2694800374328,1884.864703685144,5.16047831262189,AMO,"Otto Matic",1987-09-19,2019-12-25,,
Davidaguilar,Y,N,20200531.0000000,J2000,.4556498038507966,2.165023852464397,1.178531158756698,25.49022055762551,305.9455037726921,14.8,204.3203146229882,3.151516546172095,.3093926880996891,.3071,3.440,142.8219298275376,1163.569838095219,3.18568059711217,AMO,"Otto Matic",1973-10-18,2019-07-29,3.6,
Taranis,Y,N,20200531.0000000,J2000,.6366392847662889,3.325138169060139,1.208224583360604,19.15015581694232,161.2647358528406,15.1,190.4000415739164,5.442051754759673,.1625509565881485,.216729,2.730,177.8039847376326,2214.690135057915,6.06349112952201,AMO,"Otto Matic",1986-08-11,2016-07-16,3.6,0.037
