full_name,name,neo,pha,epoch_cal,equinox,e,a,q,i,w,H,ma,ad,n,moid,t_jup,om,per,per_y,class,producer,first_obs,last_obs,diameter,albedo
"302871 (2003 HA22)",,Y,N,20200531.0000000,J2000,.3947856901229445,1.876394892605975,1.135621039985357,1.608562672084992,163.4664166139584,19.4,203.385259871396,2.617168745226593,.383457918648196,.119493,3.876,121.7982373300762,938.8253117033228,2.57036361862648,AMO,"Otto Matic",2003-04-01,2016-11-05,,
"303174 (2004 FH11)",,Y,N,20200531.0000000,J2000,.4466468664382595,2.25590861877969,1.248314103230679,21.37940195314086,88.04703445252663,16.7,252.0572792363195,3.2635031343287,.2908853295433148,.459235,3.404,203.5715553052396,1237.601086879129,3.38836710986757,AMO,"Otto Matic",2001-09-23,2020-01-22,1.504,0.163
"303248 (2004 QV16)",,Y,N,20200531.0000000,J2000,.5741302162857042,1.76915021704113,.7534276202894056,28.52744316013106,49.2400025116229,18.0,275.3194911296534,2.784872813792854,.418848542778532,.113086,3.780,196.2338448702592,859.4992299886109,2.35318064336375,APO,"Otto Matic",2002-11-10,2018-02-12,,
"303250 (2004 RU10)",,Y,N,20200531.0000000,J2000,.6568182271478035,.9040291038189612,.3102463105585735,15.90883091699882,65.23890960558872,18.1,290.5270327731841,1.497811897079349,1.146648891888262,.105926,6.360,119.0097385661776,313.9583551222592,0.859571129698177,ATE,"Otto Matic",2004-09-07,2017-10-13,,
"303262 (2004 RJ84)",,Y,N,20200531.0000000,J2000,.3105244932408315,1.094616288673588,.754711120340062,13.2334359657556,189.7825073254496,18.6,101.1358778981149,1.434521457007113,.8606195635160694,.206061,5.602,342.9454741982065,418.3032959757696,1.14525200814721,APO,"Otto Matic",1997-09-01,2019-12-20,,
"303449 (2005 BE2)",,Y,N,20200531.0000000,J2000,.6263254720318621,2.016098716685441,.7533647362946008,6.578433123969321,162.4406298666109,18.2,73.35853043275111,3.278832697076281,.3442994937474984,.0907797,3.545,92.60971283286695,1045.60130507777,2.86270035613352,APO,"Otto Matic",2004-12-20,2014-10-29,,
"303450 (2005 BY2)",,Y,Y,20200531.0000000,J2000,.3304442962237741,1.2687972271986,.8495304204062826,7.291122070455751,130.2149929885327,20.5,217.3861504194551,1.688064033990918,.6896293598331316,.0407766,5.026,74.47525678742781,522.019538273586,1.42921160376067,APO,"Otto Matic",2004-12-10,2018-10-30,,
"303933 (2005 VQ)",,Y,N,20200531.0000000,J2000,.4887059316546787,1.125496546174542,.5754597080021892,19.1302614044256,184.2190756317631,19.0,212.9941658349662,1.675533384346894,.825444397056486,.308216,5.390,54.43417044424748,436.1287099212872,1.1940553317489,APO,"Otto Matic",1999-10-08,2018-11-07,,
"303999 (2006 BQ211)",,N,N,20200531.0000000,J2000,.04369361148407511,5.264897061103373,5.034854694411873,18.46727273630171,254.1595082384616,13.3,352.4927482075344,5.494939427794872,.08158667749274526,4.07975,2.895,348.4991383999354,4412.485114766579,12.0807258446724,TJN,"Otto Matic",2005-02-06,2019-05-09,13.108,0.049
"304088 (2006 HX5)",,Y,N,20200531.0000000,J2000,.2508492870136305,1.642811567351705,1.230713456983785,21.23272345320554,49.57232386007291,19.2,350.4329103720127,2.054909677719625,.4680825442258282,.305846,4.181,38.03429852661861,769.0951188863746,2.10566767662252,AMO,"Otto Matic",2006-04-20,2011-11-27,,
"304153 (2006 OU10)",,Y,N,20200531.0000000,J2000,.3496846394417145,1.754435043961297,1.140936058189783,33.70866991357107,173.4465112241244,17.9,179.7262416084829,2.367934029732812,.4241291611349595,.153001,3.871,335.2237598927757,848.7980384009639,2.32388237755226,AMO,"Otto Matic",2006-07-25,2018-12-20,2.054,0.033
"304293 (2006 SQ78)",,Y,N,20200531.0000000,J2000,.3391481671364193,1.171883930040593,.7744416430707021,36.05802671362818,33.00035636384866,18.8,28.91688981086534,1.569326217010484,.7769215637506978,.190469,5.162,208.1157868051721,463.3672391097623,1.26863036032789,APO,"Otto Matic",2001-09-26,2016-11-24,,
"304330 (2006 SX217)",,Y,Y,20200531.0000000,J2000,.3100372160736362,1.411557970082203,.9739224667113634,21.0415704402584,176.1722521849936,18.9,232.5493717067189,1.849193473453042,.5877004132753292,.0311348,4.611,32.6270737149352,612.556996503838,1.67708965504131,APO,"Otto Matic",2001-10-19,2019-07-08,0.780,0.080
"304640 (2006 WW1)",,Y,N,20200531.0000000,J2000,.5041566304106656,1.417847076902771,.7030300721738579,9.403037222579785,322.5473943804962,19.1,282.4660143467125,2.132664081631683,.5837944818626817,.118201,4.559,240.3744751795951,616.6553662024473,1.6883103797466,APO,"Otto Matic",2002-09-03,2019-10-28,,
"304770 (2007 EO67)",,N,N,20200531.0000000,J2000,.05423013184210371,5.145908037865889,4.866844766525081,29.43859181186669,302.4207347163386,12.7,286.769706727675,5.424971309206698,.08443277104382893,3.92487,2.741,2.755581039223574,4263.747305097027,11.6735039153923,TJN,"Otto Matic",2000-08-05,2019-05-11,17.253,0.049
"304773 (2007 EF188)",,N,N,20200531.0000000,J2000,.08753979816621203,5.276853598676471,4.814918899695683,5.383524939620318,159.0958764075003,13.5,228.8519099989754,5.738788297657259,.08130954035943394,3.81082,2.984,194.8765114391867,4427.524721067139,12.1219020426205,TJN,"Otto Matic",2000-10-01,2019-04-25,,
"304774 (2007 GZ30)",,N,N,20200531.0000000,J2000,.04220823269885177,5.273113710828111,5.050544900273972,16.50182227631868,112.9470254468335,13.7,290.1292464226783,5.495682521382249,.08139605730842514,4.08001,2.915,209.854844723117,4422.818646312211,12.1090175121484,TJN,"Otto Matic",2007-03-18,2019-05-28,10.996,0.048
"305090 (2007 VQ4)",,Y,N,20200531.0000000,J2000,.5149944971040085,2.636143136408237,1.278543927579493,26.62084931008336,100.118771773923,16.2,309.0495758816903,3.99374234523698,.2302770155720812,.516286,3.065,58.76979983834825,1563.334486968427,4.28017655569727,AMO,"Otto Matic",1991-07-02,2019-10-31,,
"305544 (2008 QS47)",,N,N,20200531.0000000,J2000,.1409232041641768,5.142697042693746,4.417971697391708,15.26531076171418,115.6669614980286,13.1,301.3238290987005,5.867422387995785,.08451186053702582,3.46557,2.911,299.5653006232533,4259.757124176423,11.662579395418,TJN,"Otto Matic",2002-03-10,2019-08-22,,
"306000 (2009 TS21)",,N,N,20200531.0000000,J2000,.04992468049047581,5.176694355415294,4.918249543724336,9.553954800468171,24.32143868314871,12.9,280.6913190193675,5.435139167106252,.0836806968244603,3.93278,2.970,35.86868334763751,4302.067426077768,11.7784186887824,TJN,"Otto Matic",1992-04-24,2019-08-24,,
"306001 (2009 TD42)",,N,N,20200531.0000000,J2000,.1544996975990655,5.243194284606684,4.433122353181802,10.12345513931931,294.8590932533238,12.9,311.8063395122321,6.053266216031566,.08209376010988455,3.45927,2.945,111.1841606597643,4385.229760680118,12.0061047520332,TJN,"Otto Matic",1997-10-30,2019-09-18,10.180,0.118
"306003 (2009 WM32)",,N,N,20200531.0000000,J2000,.09048395065582746,5.21871273125088,4.746502985989437,7.671765373498293,235.2827524273685,13.5,16.8153291954267,5.690922476512323,.08267210329338279,3.74595,2.974,108.5785919431211,4354.55232973146,11.9221145235632,TJN,"Otto Matic",1996-09-11,2019-10-24,,
"306177 (2010 US82)",,N,N,20200531.0000000,J2000,.05965182467499968,5.175732757717349,4.866990854689342,8.722685621451431,220.586978409037,13.1,234.4205942618401,5.484474660745358,.0837040184215864,3.88948,2.973,248.0673723102471,4300.868784898859,11.7751369880872,TJN,"Otto Matic",2002-02-07,2019-09-03,,
"306178 (2010 WR11)",,N,N,20200531.0000000,J2000,.1430592861870915,5.10774645911639,4.377035896650555,10.41021077734404,115.5115705493739,13.4,275.2681199563641,5.838457021582226,.08538077189945559,3.41007,2.948,329.0559364958361,4216.406012631697,11.5438905205522,TJN,"Otto Matic",2000-12-29,2019-09-06,,
"306179 (2010 WA55)",,N,N,20200531.0000000,J2000,.08618339272711098,5.194569000814109,4.746883420568871,6.154906504319731,69.41075230952529,13.8,264.330072220224,5.642254581059348,.08324914745902225,3.76997,2.981,29.15860999402827,4324.368609026332,11.8394760000721,TJN,"Otto Matic",2002-03-10,2019-09-29,,
"306200 (2011 QM3)",,N,N,20200531.0000000,J2000,.1032932093570436,5.119655785453187,4.590830108570372,8.310841152060556,93.01493390798785,13.3,279.1495446475723,5.648481462336002,.08508302651771862,3.59052,2.969,220.7531125461514,4231.161193179108,11.5842880032282,TJN,"Otto Matic",2001-10-07,2019-05-04,,
"306367 Nut (5025 P-L)",Nut,Y,N,20200531.0000000,J2000,.7427137388060594,2.532479357443498,.6515721454274708,3.772146124213146,152.7975646822515,15.5,341.6585072308546,4.413386569459526,.2445598744762174,.0527107,2.987,346.2298742809712,1472.03215887735,4.03020440486612,APO,"Otto Matic",1960-10-22,2019-11-26,,
"306383 (1993 VD)",,Y,Y,20200531.0000000,J2000,.5514887229313324,.8758150481356881,.392812925715294,2.067642849802583,254.211270867608,21.5,242.1938414756349,1.358817170556082,1.202501064592353,.0172528,6.625,2.200604242910406,299.3760343339404,0.819646911249666,ATE,"Otto Matic",1993-11-09,2018-01-23,,
"306431 (1998 SR49)",,Y,N,20200531.0000000,J2000,.5326040930023264,2.481282328078152,1.159741204249387,29.12444550515976,54.64806312652167,17.2,186.1840827572913,3.802823451906917,.2521678990979682,.302346,3.118,21.31119324905472,1427.620253361982,3.90861123439283,AMO,"Otto Matic",1998-09-29,2019-05-29,,
"306462 (1999 RC32)",,Y,N,20200531.0000000,J2000,.432031560834314,1.838289099509981,1.044090190583979,30.95714239974922,82.8642215684831,18.5,79.47478994161848,2.632488008435984,.395442511702898,.317662,3.750,352.3152190630901,910.3725303830597,2.4924641488927,AMO,"Otto Matic",1999-09-08,2020-03-05,0.476,0.379
"306523 (1999 XR35)",,Y,N,20200531.0000000,J2000,.5133231768559275,2.365362851172816,1.151167277991791,18.70449688740614,82.01833984615996,17.9,191.4868309013929,3.57955842435384,.2709301991426038,.355381,3.296,60.17041092817437,1328.755528690674,3.63793437013189,AMO,"Otto Matic",1999-12-07,2017-11-21,,
"306595 (2000 GG147)",,Y,N,20200531.0000000,J2000,.3561917179636902,1.790275215668805,1.152594010971917,28.478573911496,100.0270884372013,18.9,172.8690296106674,2.427956420365692,.4114569237880233,.376202,3.870,31.63529550998008,874.9397061682861,2.39545436322597,AMO,"Otto Matic",2000-04-10,2018-12-05,,
"306753 (2000 YM25)",,N,N,20200531.0000000,J2000,.01282345377459549,5.137451942591418,5.071572065086391,6.143222388355844,232.175817622671,13.5,207.0262795214726,5.203331820096444,.08464131759893009,4.08969,2.989,265.0918835589166,4253.241917922962,11.6447417328486,TJN,"Otto Matic",2000-11-29,2019-09-23,,
"307005 (2001 XP1)",,Y,Y,20200531.0000000,J2000,.7524317592660913,2.890826645382157,.7156768668639676,39.20796992159766,246.3627469197961,18.0,254.5058103027759,5.065976423900347,.2005261429168486,.015449,2.561,268.0500678256555,1795.277138249649,4.91520092607707,APO,"Otto Matic",2001-12-08,2011-12-09,,
"307070 (2002 AV31)",,Y,N,20200531.0000000,J2000,.2492656383575686,1.309659730987358,.9832065621115923,14.97679426138039,267.4262680490279,20.6,154.5536199241293,1.636112899863123,.6576069018423119,.143391,4.912,119.2893420177229,547.4395098218187,1.49880769287288,APO,"Otto Matic",2002-01-14,2020-02-16,,
"307161 (2002 DY3)",,Y,N,20200531.0000000,J2000,.2743444189107393,1.491680209484427,1.082446069212772,24.16478423492341,137.9729328269637,18.4,15.22651085838383,1.900914349756083,.5409915504807371,.142958,4.428,354.9552564996877,665.4447739157775,1.82188849805825,AMO,"Otto Matic",2001-11-27,2019-11-30,,
"307493 (2002 XP90)",,Y,Y,20200531.0000000,J2000,.585744939351142,2.08031585143863,.8617813692064904,23.106698974172,324.1410580351493,18.5,310.7888664787332,3.29885033367077,.3284809261059475,.0490278,3.444,78.58768429340509,1095.954046001095,3.00055864750471,APO,"Otto Matic",2002-12-14,2018-03-07,,
"307560 (2003 EE54)",,N,N,20200531.0000000,J2000,.03244113578934108,5.122851594459551,4.956660470255046,13.4465129771899,35.44034352024443,13.3,226.4271358589227,5.289042718664056,.08500342240861793,3.98196,2.945,81.80510650513193,4235.123596194193,11.595136471442,TJN,"Otto Matic",2003-03-12,2019-07-10,,
"307564 (2003 FQ6)",,Y,N,20200531.0000000,J2000,.1315310190789774,1.371231533741163,1.190872052714959,3.619580571971918,233.5483892037688,20.6,130.3742576649815,1.551591014767367,.6138155493050409,.184897,4.810,86.59634286499961,586.4954063278298,1.60573690986401,AMO,"Otto Matic",2003-03-26,2019-04-03,,
"307569 (2003 FR68)",,N,N,20200531.0000000,J2000,.06099521535357209,5.186390505156687,4.870045499386934,9.196695069785983,346.5850322649545,13.1,238.2154229699297,5.50273551092644,.08344614028037835,3.88746,2.971,122.8395537751595,4314.15999338499,11.8115263337029,TJN,"Otto Matic",2001-01-21,2019-08-24,,
"307918 (2004 EU9)",,Y,N,20200531.0000000,J2000,.5052407873145789,.8804411644492608,.4356063773387516,28.58347119105453,202.408768477009,19.0,349.4167873333344,1.32527595155977,1.193036043618726,.167687,6.533,161.0942808239357,301.7511515478151,0.826149627783204,ATE,"Otto Matic",2004-03-06,2019-04-27,0.374,0.358
"308041 (2004 TN)",,Y,N,20200531.0000000,J2000,.4356271620102304,1.428099465598307,.8059805483313902,14.04354675225136,159.9304032423448,18.9,290.700146170054,2.050218382865225,.5775191491131219,.156281,4.558,17.14654607082285,623.3559537425568,1.70665558861754,APO,"Otto Matic",2004-10-04,2016-11-24,,
"308043 (2004 TH10)",,Y,N,20200531.0000000,J2000,.8286972385019493,1.250423818971629,.2142010532327787,14.29670689496511,266.528333151842,18.6,349.2004584249265,2.286646584710479,.7048849160583777,.171634,4.693,271.4558067167717,510.7216678902309,1.39827972043869,APO,"Otto Matic",2004-10-08,2019-10-26,,
"308127 (2004 XM130)",,Y,N,20200531.0000000,J2000,.4638190319628026,2.329769238318965,1.249177925505147,28.14894147533699,190.1620864989166,17.6,124.9509300635675,3.410360551132783,.2771626556615278,.268336,3.279,309.1557561931577,1298.876283100828,3.55612945407482,AMO,"Otto Matic",2004-12-14,2019-04-09,,
"308242 (2005 GO21)",,Y,Y,20200531.0000000,J2000,.3399572358216005,.7532194466920593,.4971570456275514,24.92833082058767,156.6382773090417,16.5,271.9097863281418,1.009281847756567,1.507723790580131,.0438367,7.557,272.6888241634208,238.7705243156519,0.653718067941552,ATE,"Otto Matic",2005-04-01,2019-06-14,,
"308314 (2005 LZ45)",,N,N,20200531.0000000,J2000,.07944574066493369,5.166736118986758,4.75626094119359,22.93003695825593,239.1948546541176,12.8,10.99756529756013,5.577211296779925,.08392273944331695,3.8052,2.837,110.1183243689246,4289.659779792472,11.7444484046337,TJN,"Otto Matic",1993-05-27,2019-09-24,14.922,0.060
"308635 (2005 YU55)",,Y,Y,20200531.0000000,J2000,.4305835405719646,1.15707221047198,.6588559613895252,.3402401203407768,273.5761684538976,21.9,2.183501771183181,1.655288459554434,.7918873020282028,.000467117,5.348,35.9217844119912,454.6101434862745,1.24465473918213,APO,"Otto Matic",2005-12-24,2016-12-25,0.4,
"308660 (2006 BJ139)",,N,N,20200531.0000000,J2000,.03869625309388802,5.204095324640146,5.002716334833152,18.40553295510431,346.1227863623155,13.4,273.8981106775739,5.40547431444714,.08302066529890577,3.99475,2.896,341.5225125275534,4336.269755293624,11.8720595627478,TJN,"Otto Matic",2001-10-27,2019-05-04,,
"308899 (2006 SL198)",,Y,N,20200531.0000000,J2000,.3739077384042855,1.799469540205589,1.126633954099918,16.5481105338423,213.1726557582916,18.3,221.5421592931548,2.47230512631126,.4083074689738244,.159023,3.937,173.2349060980755,881.6885003469744,2.41393155468029,AMO,"Otto Matic",2006-09-29,2018-08-29,,
"309203 (2007 GG)",,Y,N,20200531.0000000,J2000,.5598956817419207,2.65237526435302,1.167321807482679,5.295775036005798,299.6498872508637,17.6,27.30904350854982,4.137428721223361,.2281663632664166,.201654,3.140,137.0895445451948,1577.796108270564,4.31977031696253,AMO,"Otto Matic",2002-12-14,2020-03-05,,
"309214 (2007 LL)",,Y,N,20200531.0000000,J2000,.174208007161158,.9807615449198956,.809905030679102,10.05323104200757,211.4924772652758,20.4,272.3115692799235,1.151618059160689,1.014749696927469,.0840155,6.147,247.0715851735358,354.7672899928265,0.971299904155582,ATE,"Otto Matic",2007-06-08,2010-08-30,,
"309662 (2008 EE)",,Y,N,20200531.0000000,J2000,.2118174843745342,.9812272941225256,.7733861970818611,16.15601291566154,332.4996537051095,19.8,52.14133813756087,1.18906839116319,1.014027291256571,.137485,6.118,343.5611916880314,355.0200306284578,0.971991870303786,ATE,"Otto Matic",2008-03-01,2013-02-26,,
"309707 (2008 GC1)",,N,N,20200531.0000000,J2000,.06852858220548862,5.101421257629183,4.751828091610914,34.78636839418852,166.0579400516891,12.1,282.8237099842478,5.451014423647452,.08553961526614971,3.77148,2.643,255.3613494189569,4208.576328989657,11.5224540150299,TJN,"Otto Matic",2008-04-01,2019-07-01,,
"309728 (2008 JF)",,Y,N,20200531.0000000,J2000,.3928136731150553,1.907580539031925,1.158256820731998,19.80241230170655,235.8006524032353,18.1,152.7704108151731,2.656904257331853,.3740931441805401,.244271,3.775,90.66179879856969,962.3271786725429,2.63470822360724,AMO,"Otto Matic",2003-09-30,2019-12-17,,
"309733 (2008 RK4)",,N,N,20200531.0000000,J2000,.03389252551507531,5.228800238994612,5.051582993481255,7.703015156589397,255.808572938662,14.0,269.145664178185,5.406017484507969,.08243297966262465,4.0782,2.981,194.2127176641031,4367.184123070405,11.9566984888991,TJN,"Otto Matic",2002-02-25,2019-10-21,,
"309735 (2008 RK50)",,N,N,20200531.0000000,J2000,.07587677114596761,5.193001259799654,4.798973091649114,7.140988964540709,196.3244788850418,13.6,241.7985149972928,5.587029427950193,.08328684905377753,3.8165,2.979,271.3026230563678,4322.411089985544,11.8341166050254,TJN,"Otto Matic",1997-10-21,2019-09-29,,
"310005 (2009 KE)",,N,N,20200531.0000000,J2000,.04061568560490131,5.193823846823383,4.982873130373565,34.68594470482098,112.6344110042797,12.0,315.2276723269146,5.404774563273201,.08326706364020277,4.0838,2.644,267.8795105442406,4323.438155037639,11.8369285558868,TJN,"Otto Matic",2000-01-03,2019-09-01,,
"310016 (2009 KD26)",,N,N,20200531.0000000,J2000,.1398408523476119,5.180351201537184,4.455926474054249,2.147200205618764,29.91698298287213,13.7,294.4502960884091,5.904775929020118,.08359210628005356,3.4398,2.979,258.5328431412121,4306.626738102685,11.7909014047986,TJN,"Otto Matic",2000-10-27,2019-03-11,10.969,0.037
"310022 (2009 RJ63)",,N,N,20200531.0000000,J2000,.04869533822175814,5.09784767368437,4.849606257011307,4.051153915996698,82.84153877678852,14.0,322.3015052460581,5.346089090357434,.08562957574944864,3.85674,2.993,303.7132598166165,4204.154894488286,11.5103487871,TJN,"Otto Matic",2007-06-27,2019-08-28,,
"310025 (2009 TO26)",,N,N,20200531.0000000,J2000,.1550862094590759,5.206478872098297,4.399025799195807,12.93297350609576,354.9580528136498,13.0,303.5735428259574,6.013931945000787,.08296366102090326,3.40896,2.926,50.69842351716491,4339.249203446983,11.8802168472197,TJN,"Otto Matic",1998-11-24,2019-07-03,,
"310027 (2010 AH95)",,N,N,20200531.0000000,J2000,.0717351305866622,5.203744679553274,4.83045337542587,12.95295051324673,209.6445475309287,12.8,223.2501612919001,5.577035983680677,.08302905674023633,3.85218,2.944,282.9667961797903,4335.83150446104,11.8708596973608,TJN,"Otto Matic",1995-08-29,2019-09-24,11.097,0.109
"310047 (2010 HA43)",,N,N,20200531.0000000,J2000,.05072351090999087,5.187607110808894,4.924473464927034,20.22178232797739,338.1131992344804,12.9,345.5556172049572,5.450740756690755,.08341678712449144,3.91573,2.875,273.8424037973338,4315.678083630038,11.8156826382753,TJN,"Otto Matic",2001-10-27,2019-05-26,14.501,0.058
"310103 (2010 TL171)",,N,N,20200531.0000000,J2000,.017018200418339,5.173154765091594,5.085116980504179,4.298386761726656,93.28303950604875,13.4,206.7568311850449,5.261192549679008,.08376659587204641,4.10274,2.994,37.74424347861342,4297.655840639633,11.7663404261181,TJN,"Otto Matic",1998-10-14,2019-08-28,,
"310104 (2010 UX28)",,N,N,20200531.0000000,J2000,.02973676892372217,5.284290660808901,5.127152930502644,15.70117381874937,198.6274957533243,13.2,275.5724956709489,5.441428391115159,.08113794931853635,4.14188,2.924,225.1634031396295,4436.888077941062,12.147537516608,TJN,"Otto Matic",1997-11-22,2019-09-05,,
"310105 (2010 UW35)",,N,N,20200531.0000000,J2000,.02174657336012084,5.146851080466661,5.034924705871675,4.094289959876349,336.9207514802113,14.0,225.0197996450872,5.258777455061646,.08440956654908029,4.05219,2.995,128.3852459919584,4264.919424632711,11.6767130037857,TJN,"Otto Matic",2000-11-22,2019-07-29,,
"310106 (2010 UV51)",,N,N,20200531.0000000,J2000,.1248022124548064,5.184112963157264,4.537124195739596,7.958107721168433,309.7911079541229,13.3,269.6481451786777,5.831101730574932,.08350113704538392,3.55864,2.965,119.3697113016968,4311.318536948012,11.8037468499603,TJN,"Otto Matic",2001-01-17,2019-08-28,,
"310107 (2010 UB96)",,N,N,20200531.0000000,J2000,.1182741584035925,5.179891181282886,4.567243911194462,18.39377063551323,36.40733724014231,12.9,252.4584944020394,5.79253845137131,.08360324210735047,3.6028,2.885,71.13434767499994,4306.053101837165,11.7893308742975,TJN,"Otto Matic",2000-01-04,2018-06-12,,
"310110 (2010 VJ34)",,N,N,20200531.0000000,J2000,.02877728214967911,5.205333675884086,5.055538320009943,9.178505873912393,220.4414243700377,12.8,247.0202746432033,5.355129031758228,.08299104108005377,4.07816,2.974,249.4005756681842,4337.817616394779,11.8762973754819,TJN,"Otto Matic",1999-03-09,2019-08-23,11.920,0.113
"310112 (2010 VW176)",,N,N,20200531.0000000,J2000,.06935183395795161,5.179310505463059,4.82011582327151,11.24496031360239,83.83271434864142,13.1,322.4978251071978,5.538505187654607,.08361730220524265,3.84565,2.957,295.4727343582675,4305.329046808552,11.7873485196675,TJN,"Otto Matic",2002-02-07,2019-08-22,,
"310115 (2010 WF13)",,N,N,20200531.0000000,J2000,.07584300588785176,5.198272943928826,4.804020298435772,7.244443869938736,70.57946249772674,13.3,211.9827529135637,5.592525589421881,.08316018661301632,3.82529,2.978,73.94197542316631,4328.994614637534,11.852141313176,TJN,"Otto Matic",2002-03-11,2019-09-29,,
"310382 (1995 QD6)",,N,N,20200531.0000000,J2000,.007640094928333925,5.199328997130097,5.159605630028384,16.98558696616713,50.76264580126892,13.2,4.921916245195104,5.23905236423181,.08313485148176546,4.15675,2.913,303.2706799042423,4330.313864564506,11.855753222627,TJN,"Otto Matic",1995-08-22,2019-10-21,11.297,0.060
"310397 (1998 WF37)",,N,N,20200531.0000000,J2000,.1046873852226806,5.206393025747785,4.661349353440649,7.781239705801261,275.9857438096847,12.9,209.5933936335759,5.751436698054921,.08296571296651523,3.6851,2.971,227.8807774734082,4339.141883169198,11.8799230203127,TJN,"Otto Matic",1998-11-15,2019-09-24,,
"310402 (1999 EE5)",,Y,N,20200531.0000000,J2000,.2814187283128812,1.669125423005005,1.199402269068236,30.98991104446103,192.9842403867556,18.4,290.9914382554116,2.138848576941773,.4570572642345122,.209688,4.049,355.4827568929542,787.6474747708792,2.15646125878406,AMO,"Otto Matic",1999-03-15,2019-11-17,,
"310432 (1999 XN226)",,N,N,20200531.0000000,J2000,.0518657677539246,5.310594764901782,5.035156690190179,22.06212161808672,167.8434228522523,12.8,252.0169815103821,5.586032839613386,.0805358653284876,4.05412,2.850,297.1117682155266,4470.058135361697,12.2383521844263,TJN,"Otto Matic",1999-12-07,2019-08-30,14.112,0.067
"310433 (2000 AH1)",,N,N,20200531.0000000,J2000,.03205912490405752,5.295999438519491,5.126214331028176,28.89560508700927,184.7398116120528,12.7,237.0797653536144,5.465784546010807,.0808690196481654,4.14231,2.748,301.1834810080159,4451.642935282783,12.187934114395,TJN,"Otto Matic",2000-01-13,2019-09-30,13.898,0.091
"310439 (2000 AT253)",,N,N,20200531.0000000,J2000,.02191794662282478,5.241443086245567,5.126561416454663,9.048250527961834,290.4864026760167,13.4,324.937831155278,5.356324756036472,.08213490559113132,4.15032,2.975,118.1994848711158,4383.032979815974,12.0000902938151,TJN,"Otto Matic",2000-01-07,2018-08-14,,
"310442 (2000 CH59)",,Y,Y,20200531.0000000,J2000,.4232894109283407,.8629800104338876,.497689710174394,3.258384025593563,109.573462301621,19.9,278.4202876767203,1.228270310693381,1.229427631678395,.0227938,6.766,213.6303349444179,292.8191873388543,0.801695242543064,ATE,"Otto Matic",2000-02-06,2020-02-20,,
"310560 (2001 QL142)",,Y,Y,20200531.0000000,J2000,.4990207382278199,1.049400661813334,.5257279688584809,26.60582360471141,72.12514224261771,17.8,240.553272910083,1.573073354768186,.9168368772225175,.0476636,5.654,165.5799341150957,392.6543629992182,1.07502905680826,APO,"Otto Matic",1974-10-14,2017-09-20,,
"310641 (2002 CZ206)",,N,N,20200531.0000000,J2000,.005609613640073316,5.164833060734742,5.135860342748543,13.35829914238842,352.6919326793603,13.1,221.4927009573268,5.193805778720942,.08396912755622576,4.14968,2.946,137.2835924400048,4287.289989513632,11.7379602724535,TJN,"Otto Matic",2002-02-07,2019-08-22,13.121,0.085
"310645 (2002 CV229)",,N,N,20200531.0000000,J2000,.05187282213683955,5.103980623991306,4.83922274489313,8.269918440099318,96.18694176982549,13.7,289.4751051009015,5.368738503089483,.08547528319395681,3.86774,2.977,344.7462673096929,4211.74386966468,11.5311262687602,TJN,"Otto Matic",2002-02-10,2019-10-03,,
"310655 (2002 DK20)",,N,N,20200531.0000000,J2000,.1213112594581784,5.185019823899537,4.556018538746661,2.358672023237023,168.7545056697471,13.9,220.1668808010106,5.814021109052412,.08347923146124932,3.57121,2.984,318.8266234885452,4312.44985966492,11.8068442427513,TJN,"Otto Matic",2001-02-02,2018-07-11,,
"310666 (2002 EW124)",,N,N,20200531.0000000,J2000,.08741344836869316,5.110554973534809,4.663823740220356,15.7380013001581,64.56885138775311,13.2,304.696426730195,5.557286206849263,.08531039984129099,3.71016,2.919,352.3987506096067,4219.884101700773,11.5534130094477,TJN,"Otto Matic",2002-01-22,2019-08-22,14.020,0.068
"310668 (2002 EQ140)",,N,N,20200531.0000000,J2000,.07165880132939473,5.146277053722724,4.777501008743985,8.369027739688477,101.7234337610346,13.4,257.4952426460363,5.515053098701464,.08442368977814271,3.80696,2.974,358.65820867787,4264.205946767373,11.6747596078504,TJN,"Otto Matic",2002-01-22,2019-10-27,,
"310670 (2002 EY162)",,N,N,20200531.0000000,J2000,.06770822421035073,5.101958828682802,4.756514256398368,18.90058577510582,106.3562281245158,13.0,264.3464062743693,5.447403400967236,.08552609622042011,3.8299,2.889,4.301686050662155,4209.241575485902,11.5242753606732,TJN,"Otto Matic",2002-03-10,2019-09-07,11.966,0.078
"310737 (2002 QG24)",,Y,N,20200531.0000000,J2000,.489901909134435,2.285354923431385,1.165755183392569,5.685204047306594,109.0242027736164,17.8,90.5580844620067,3.404954663470201,.2852814861811748,.182556,3.427,132.9609166237244,1261.911541541022,3.45492550729917,AMO,"Otto Matic",2002-05-30,2019-09-18,,
"310842 (2003 AK18)",,Y,N,20200531.0000000,J2000,.3841528890855342,.8768281063106854,.5399920560400377,7.40332249073049,23.8352543673224,19.7,184.2518060060189,1.213664156581333,1.200417671753951,.0566892,6.686,301.6190122537101,299.8956183925531,0.82106945487352,ATE,"Otto Matic",2003-01-07,2017-03-02,,
