full_name,name,neo,pha,epoch_cal,equinox,e,a,q,i,w,H,ma,ad,n,moid,t_jup,om,per,per_y,class,producer,first_obs,last_obs,diameter,albedo
" 20086 (1994 LW)",,Y,N,20200531.0000000,J2000,.6232209102202457,3.184475248271827,1.199843685470016,21.77536190355771,57.89307102762071,16.7,198.4891191908336,5.169106811073638,.1734391983252094,.317832,2.770,237.2183194969864,2075.655350556783,5.68283463533685,AMO,"Otto Matic",1994-06-03,2018-01-06,,
" 20144 (1996 RA33)",,N,N,20200531.0000000,J2000,.01093672999017533,5.18883641487013,5.132087512037505,9.352595763260295,158.8853672348323,11.4,164.6587496238481,5.245585317702753,.08338714506800537,4.13091,2.973,29.47502821005548,4317.212199870932,11.8198828196329,TJN,"Otto Matic",1983-06-12,2019-11-30,27.467,0.071
" 20236 (1998 BZ7)",,Y,N,20200531.0000000,J2000,.5588220311871052,2.035917627687178,.8982020036533965,6.501435612194381,104.2338326398196,17.6,219.8174172818979,3.173633251720959,.3392843049108583,.0523007,3.587,111.5035467450382,1061.057039153593,2.90501584983872,APO,"Otto Matic",1998-01-24,2019-09-27,,
" 20255 (1998 FX2)",,Y,N,20200531.0000000,J2000,.4905688985848985,2.15275444941016,1.096680070239278,9.945059645738018,17.5973254761725,18.2,5.034420671747485,3.208828828581042,.3120414811042994,.105263,3.521,180.9568162129878,1153.692767788365,3.15863865239799,AMO,"Otto Matic",1998-03-20,2020-02-27,,
" 20424 (1998 VF30)",,N,N,20200531.0000000,J2000,.1300247590488172,5.210904480739386,4.533357881204846,25.62590259906869,4.389840316914817,10.6,276.9009298779476,5.888451080273927,.08285799220829909,3.54823,2.788,66.97526854769865,4344.783048749065,11.8953676899358,TJN,"Otto Matic",1953-02-14,2018-07-22,45.804,0.058
" 20425 (1998 VD35)",,Y,Y,20200531.0000000,J2000,.4764358514549722,1.564621489595346,.8191797179952404,6.984029914675074,296.1506634363977,20.4,307.0577835501049,2.310063261195452,.503605120951973,.00325523,4.283,227.3651647944307,714.8457889377419,1.95714110592126,APO,"Otto Matic",1998-11-15,2005-07-29,,
" 20428 (1998 WG20)",,N,N,20200531.0000000,J2000,.1470732103684711,5.206371339752843,4.440653592444995,21.03375067721558,5.460574981568447,11.0,292.676053108172,5.972089087060692,.08296623133020498,3.45168,2.846,45.35291718237247,4339.114772698337,11.8798487958887,TJN,"Otto Matic",1984-08-21,2019-10-29,27.176,0.095
" 20429 (1998 YN1)",,Y,N,20200531.0000000,J2000,.4640091326922573,1.556119163222335,.834065659929738,6.2991487592961,147.6140482169267,17.6,310.0765693413912,2.278172666514931,.5077381513470639,.0563153,4.307,61.77123063768068,709.026885304749,1.94120981602943,APO,"Otto Matic",1998-12-16,2020-01-26,,
" 20460 Robwhiteley (1999 LO28)",Robwhiteley,Y,N,20200531.0000000,J2000,.4120833929585101,1.876650523547607,1.103314008406744,33.94175766667276,283.669238194502,15.2,90.15696303681655,2.649987038688469,.3833795713192176,.329679,3.681,280.0728785821625,939.0171697496348,2.5708888973296,AMO,"Otto Matic",1954-12-30,2019-02-28,2.716,0.199
" 20716 (1999 XG91)",,N,N,20200531.0000000,J2000,.1293788899136724,5.2301587698678,4.553486634150046,26.86764868898911,271.5674461042482,11.4,330.9149337869491,5.906830905585555,.08240086386645175,3.69134,2.769,108.1750767060188,4368.886236234818,11.9613586207661,TJN,"Otto Matic",1951-11-28,2019-10-27,26.367,0.077
" 20720 (1999 XP101)",,N,N,20200531.0000000,J2000,.1454502045641506,5.290620716457476,4.521098850977403,18.16713525276835,351.3368593060393,11.1,255.9141958143137,6.060142581937549,.08099237450722552,3.53899,2.879,100.7471228263336,4444.862892220595,12.1693713681604,TJN,"Otto Matic",1991-05-08,2019-10-31,34.120,0.060
" 20729 (1999 XS143)",,N,N,20200531.0000000,J2000,.06466927741581725,5.216384318669451,4.879044514057898,22.01052061527027,92.34331424611341,10.5,318.1709340320611,5.553724123281005,.08272746239831798,3.97657,2.850,306.9138999656495,4351.638374529902,11.9141365490209,TJN,"Otto Matic",1953-02-15,2020-01-06,50.961,0.052
" 20738 (1999 XG191)",,N,N,20200531.0000000,J2000,.01278031100782282,5.161463007497176,5.095497905005989,12.52049527574361,327.3314916720141,11.6,353.4264912894283,5.227428109988362,.08405137941467888,4.10086,2.953,33.21978520701815,4283.094489429985,11.726473619247,TJN,"Otto Matic",1986-09-30,2019-11-21,,
" 20739 (1999 XM193)",,N,N,20200531.0000000,J2000,.1364602404415896,5.204743523829764,4.494502971131148,12.11940893847549,183.7857895360649,11.4,228.95523862887,5.91498407652838,.08300515668099134,3.50862,2.937,312.1319430377304,4337.079940509793,11.8742777289796,TJN,"Otto Matic",1990-03-02,2019-11-21,27.043,0.073
" 20790 (2000 SE45)",,Y,N,20200531.0000000,J2000,.560725437969278,2.742488905156653,1.204705612686803,8.334673652191375,168.9209931079473,16.4,94.31495285379097,4.280272197626504,.2170135018117856,.222838,3.087,302.9563138833963,1658.882958868733,4.54177401469879,AMO,"Otto Matic",1992-03-09,2019-03-25,,
" 20826 (2000 UV13)",,Y,N,20200531.0000000,J2000,.6326978092239783,2.424902975481586,.89067217531368,31.86259767925933,198.647223315077,13.9,34.70205676278783,3.959133775649492,.2610132319526335,.0806892,3.044,347.3342538479859,1379.240421287644,3.77615447306679,APO,"Otto Matic",1953-10-01,2020-02-20,,
" 20947 Polyneikes (2638 T-2)",Polyneikes,N,N,20200531.0000000,J2000,.02410518652151203,5.06960390089377,4.94740015327254,2.328105046145993,34.27465165798678,11.9,262.3348910484683,5.191807648515,.08634616062388145,3.96393,2.998,52.24589284614488,4169.264706141802,11.4148246574724,TJN,"Otto Matic",1973-09-19,2019-10-05,,
" 20952 Tydeus (5151 T-2)",Tydeus,N,N,20200531.0000000,J2000,.08593974222550456,5.169481960416034,4.725218013298484,9.987331178320764,90.79868437294697,11.6,301.7289288524537,5.613745907533584,.0838558832475528,3.7536,2.963,314.8262065623569,4293.079818111701,11.7538119592381,TJN,"Otto Matic",1973-09-20,2019-10-25,,
" 20961 Arkesilaos (1973 SS1)",Arkesilaos,N,N,20200531.0000000,J2000,.01803130879503983,5.140228475037417,5.047543428126961,9.205290799730992,46.8866093329753,11.9,282.0504337745794,5.232913521947873,.08457274740967959,4.06764,2.974,27.87876272377928,4256.690376346896,11.654183097459,TJN,"Otto Matic",1973-09-19,2019-11-21,,
" 20995 (1985 VY)",,N,N,20200531.0000000,J2000,.1145572405417769,5.092337668130314,4.508973516962358,20.36818864905224,10.72283745557433,11.7,278.5447590405601,5.67570181929827,.08576859256503726,3.52674,2.864,72.77508506224632,4197.34064922444,11.4916924003407,TJN,"Otto Matic",1985-11-01,2019-11-02,26.203,0.065
" 21088 Chelyabinsk (1992 BL2)",Chelyabinsk,Y,N,20200531.0000000,J2000,.2385498136458037,1.706448989074132,1.299375900734428,38.46013219072556,27.09956484734111,14.3,41.07067631634865,2.113522077413836,.4421443790683117,.308271,3.920,297.8468622771564,814.213675538731,2.22919555246744,AMO,"Otto Matic",1990-01-30,2019-05-10,2.793,0.206
" 21271 (1996 RF33)",,N,N,20200531.0000000,J2000,.006880169284272737,5.142093945955816,5.106715469132006,6.689730922755448,356.1625848290072,11.8,261.7133095333702,5.177472422779626,.08452672908738626,4.12335,2.987,112.7629608247548,4259.007817844475,11.6605279064873,TJN,"Otto Matic",1980-03-21,2019-10-31,21.115,0.091
" 21277 (1996 TO5)",,Y,N,20200531.0000000,J2000,.5205880912954529,2.376601474639582,1.139371049187003,20.95225103846477,250.17294829,16.0,136.6468595244242,3.613831900092161,.269010685095339,.313031,3.267,167.3841380483033,1338.236805993092,3.66389269265734,AMO,"Otto Matic",1990-02-04,2019-02-22,,
" 21284 Pandion (1996 TC51)",Pandion,N,N,20200531.0000000,J2000,.1031079484732722,5.219753950368124,4.681555829010408,7.037397408186579,183.3557771283177,11.5,338.1418804122388,5.757952071725839,.08264736779367508,3.68042,2.974,183.9609429840942,4355.855602064927,11.9256826887472,TJN,"Otto Matic",1996-09-10,2019-12-20,28.550,0.065
" 21370 (1997 TB28)",,N,N,20200531.0000000,J2000,.07325589622710731,5.190596961690472,4.810355129308137,7.753499784388379,48.66780830243204,11.6,241.1667651190908,5.570838794072808,.08334472378438763,3.83214,2.976,77.19619208151443,4319.409599716451,11.8258989725296,TJN,"Otto Matic",1991-05-04,2019-11-24,29.196,0.052
" 21371 (1997 TD28)",,N,N,20200531.0000000,J2000,.070914899279318,5.230338485843546,4.859429558923209,7.868547823761397,55.27297192296383,11.9,227.8623940421949,5.601247412763882,.08239661692589051,3.88352,2.976,61.33820997328485,4369.111420239409,11.9619751409703,TJN,"Otto Matic",1991-04-08,2019-09-03,,
" 21372 (1997 TM28)",,N,N,20200531.0000000,J2000,.02836710526538024,5.192571077418059,5.045272867066972,11.05311319046104,274.5457542789378,11.8,244.5060917594542,5.339869287769146,.08329719920881558,4.08448,2.962,188.6392183732987,4321.874005601621,11.8326461481222,TJN,"Otto Matic",1996-09-10,2019-09-24,,
" 21374 (1997 WS22)",,Y,N,20200531.0000000,J2000,.120585294216657,1.269393185785549,1.116323035000979,23.98065723359886,197.2057975253552,17.4,66.69064343449854,1.422463336570119,.6891437628943446,.109127,4.995,59.21489682387939,522.3873731194067,1.43021868068284,AMO,"Otto Matic",1974-09-22,2018-01-20,,
" 21593 (1998 VL27)",,N,N,20200531.0000000,J2000,.05046121755530646,5.092290666715649,4.835327479527654,3.355127084697479,128.6465309888605,11.6,307.1152896209775,5.349253853903645,.08576978002312347,3.84917,2.994,290.9892097895597,4197.282538243006,11.4915333011444,TJN,"Otto Matic",1996-08-18,2019-11-29,21.922,0.092
" 21595 (1998 WJ5)",,N,N,20200531.0000000,J2000,.135233808204302,5.205155511744718,4.501242509595867,25.06297688623658,257.9390022913768,10.7,316.8995000026374,5.909068513893569,.08299530209220816,3.61596,2.795,144.0050449552099,4337.59491109555,11.8756876416031,TJN,"Otto Matic",1982-08-18,2019-12-06,35.178,0.082
" 21599 (1998 WA15)",,N,N,20200531.0000000,J2000,.1169143937057822,5.206940145330821,4.598173895177171,11.20397996601476,210.5201654733049,11.4,284.6471575908807,5.815706395484471,.08295263686828847,3.61772,2.948,218.8321749252534,4339.825876440856,11.8817956918299,TJN,"Otto Matic",1990-03-02,2019-11-29,28.312,0.067
" 21601 (1998 XO89)",,N,N,20200531.0000000,J2000,.0349777773951039,5.227115586284864,5.044282700889314,19.47058538478618,211.1086185676705,10.1,274.298693575794,5.409948471680414,.08247283399400995,4.07209,2.884,263.6327958071381,4365.07371659069,11.9509205108575,TJN,"Otto Matic",1991-03-16,2020-02-05,54.909,0.064
" 21602 Ialmenus (1998 YW1)",Ialmenus,N,N,20200531.0000000,J2000,.06025306203260543,5.209275205055309,4.895400422980198,7.939101254450804,194.422444159466,12.1,225.6886712971519,5.523149987130419,.08289686778937892,3.90873,2.977,309.3083082288048,4342.745505350983,11.8897892001396,TJN,"Otto Matic",1983-10-08,2019-10-02,16.353,0.151
" 21900 Orus (1999 VQ10)",Orus,N,N,20200531.0000000,J2000,.03689054267104673,5.124360118676092,4.935319693056262,8.468362296553932,179.6581434627779,10.0,272.7261079172538,5.313400544295923,.08496588983461871,3.95078,2.977,258.5562071069138,4236.994406822781,11.6002584717941,TJN,"Ryan S. Park",1998-11-10,2019-10-06,50.810,0.075
" 22008 (1999 XM71)",,N,N,20200531.0000000,J2000,.01081749493206685,5.145301526210789,5.089642253027048,4.263329391734116,289.7459995682577,11.5,306.7544006892247,5.200960799394529,.08444770048047764,4.09871,2.994,108.6840721822601,4262.993520862344,11.671440166632,TJN,"Otto Matic",1991-04-17,2019-10-03,24.879,0.072
" 22009 (1999 XK77)",,N,N,20200531.0000000,J2000,.02716160122964013,5.216058412868185,5.07438191426735,5.601790785537143,333.91047550,11.8,258.4355718054441,5.35773491146902,.08273521589116427,4.09194,2.990,113.9637248488007,4351.230562733641,11.9130200211736,TJN,"Otto Matic",1991-04-06,2019-09-03,21.915,0.084
" 22010 (1999 XM78)",,N,N,20200531.0000000,J2000,.01699196101951758,5.093987600727766,5.007430761982294,1.405341986815572,315.4958793720782,12.3,327.4741687281067,5.180544439473238,.08572692552097885,4.00913,2.999,65.33009109417789,4199.380740790731,11.4972778666413,TJN,"Otto Matic",1991-03-13,2019-09-06,,
" 22012 (1999 XO82)",,N,N,20200531.0000000,J2000,.1095594889110371,5.197025531588038,4.627642070489641,7.404394656112006,27.28246832507633,11.9,221.0536199965408,5.766408992686435,.08319012910614904,3.64525,2.971,98.75412797340584,4327.436486372641,11.8478753904795,TJN,"Otto Matic",1989-01-10,2019-08-24,,
" 22014 (1999 XQ96)",,N,N,20200531.0000000,J2000,.1055613503945167,5.152914177558559,4.608965598508427,29.56162829080732,202.341716141591,10.1,248.0533472869466,5.696862756608691,.08426063155672635,3.63915,2.731,260.1200492463116,4272.457888683626,11.6973521935212,TJN,"Otto Matic",1978-02-13,2020-01-06,39.487,0.103
" 22035 (1999 XR170)",,N,N,20200531.0000000,J2000,.1002990254194249,5.220460960638118,4.696853814045961,16.45449124568592,126.9450698722148,11.8,282.6655618424184,5.744068107230277,.08263057888561925,3.73916,2.908,286.5341612281997,4356.740626231449,11.9281057528582,TJN,"Otto Matic",1989-03-02,2016-06-06,23.739,0.079
" 22041 (1999 XK192)",,N,N,20200531.0000000,J2000,.05505167613031948,5.152123298725784,4.868490275500859,10.17855334279498,72.14350037953682,11.8,265.6141597806708,5.435756321950709,.08428003399628475,3.90246,2.966,25.03164316490148,4271.474309275546,11.6946592998646,TJN,"Otto Matic",1988-12-13,2019-10-31,21.644,0.072
" 22042 (1999 XP194)",,N,N,20200531.0000000,J2000,.09348970570203738,5.173019842411077,4.689395739753265,6.863229248395456,2.918812312782709,12.1,319.4688208507254,5.656643945068889,.08376987309338664,3.69401,2.977,24.42786070089458,4297.487708960381,11.7658801066677,TJN,"Otto Matic",1986-11-05,2019-11-02,,
" 22049 (1999 XW257)",,N,N,20200531.0000000,J2000,.0580218787235432,5.23901954468277,4.935041788030913,2.566709957199548,250.4636802429466,11.8,234.0737789695074,5.542997301334625,.08219190491362663,3.95284,2.995,202.9711267322746,4379.993387162821,11.9917683426771,TJN,"Otto Matic",1990-04-16,2019-08-22,19.101,0.111
" 22052 (2000 AQ14)",,N,N,20200531.0000000,J2000,.0368743624752158,5.182772880525508,4.991661434702292,11.88650028187502,321.0107726612719,11.2,298.2912810608643,5.373884326348723,.08353352482090566,4.01123,2.956,83.56821524363947,4309.646944407451,11.7991702790074,TJN,"Otto Matic",1991-04-09,2019-12-20,27.680,0.084
" 22054 (2000 AP21)",,N,N,20200531.0000000,J2000,.05284839205419133,5.19471181267224,4.920179646187598,20.91465269724522,231.5686470503956,11.2,207.9981516493689,5.469243979156881,.08324571448213561,3.96972,2.866,287.0534605394141,4324.546942020125,11.8399642491995,TJN,"Otto Matic",1995-07-28,2019-11-01,34.000,0.051
" 22055 (2000 AS25)",,N,N,20200531.0000000,J2000,.02638677628971983,5.255413766567666,5.116740339199331,10.96643605333822,213.6275184832931,11.1,59.60319570906776,5.394087193936001,.08180760950461374,4.10598,2.963,83.54847963799618,4400.568629006289,12.0481002847537,TJN,"Otto Matic",1991-04-15,2020-01-16,31.816,0.069
" 22056 (2000 AU31)",,N,N,20200531.0000000,J2000,.1458821374771241,5.140642659801674,4.390714720583718,7.196228721470526,341.8636479061927,11.9,354.62292287023,5.890570599019631,.08456252649757232,3.39384,2.963,35.85574353625638,4257.204874434956,11.6555917164544,TJN,"Otto Matic",1986-11-05,2019-11-28,24.775,0.066
" 22059 (2000 AD75)",,N,N,20200531.0000000,J2000,.1094632224030568,5.188317482116245,4.620387531673687,7.806704057817388,321.3274880469226,11.2,190.4370612326455,5.756247432558803,.08339965588764346,3.62908,2.970,213.9758359159866,4316.564572940136,11.8181097137307,TJN,"Otto Matic",1994-06-15,2019-11-25,25.376,0.100
" 22099 (2000 EX106)",,Y,N,20200531.0000000,J2000,.2762828490587269,1.104404298150788,.7992763321449847,9.845307385110273,186.5652515078286,17.9,41.49919370789633,1.409532264156592,.8492038249748081,.167867,5.584,136.4560352558271,423.9264937492239,1.16064748459746,APO,"Otto Matic",1994-01-30,2017-03-08,,
" 22149 (2000 WD49)",,N,N,20200531.0000000,J2000,.04448177104925023,5.162833641147471,4.933181657156583,21.47733287520555,226.9508663349391,10.2,205.697938706384,5.392485625138359,.08401791058421976,3.97631,2.860,292.3604508684296,4284.800675198118,11.7311449012953,TJN,"Otto Matic",1994-07-11,2020-01-16,48.190,0.063
" 22180 (2000 YZ)",,N,N,20200531.0000000,J2000,.07040614311460347,5.178739152926488,4.814124102972345,29.29629157209278,145.7113866080549,10.2,192.1237517599337,5.54335420288063,.08363114040233839,3.85212,2.741,247.6203613530393,4304.616656763108,11.7853981020208,TJN,"Otto Matic",1954-11-23,2020-02-03,39.753,0.102
" 22199 Klonios (4572 P-L)",Klonios,N,N,20200531.0000000,J2000,.08211481957140551,5.30899242001077,4.873045465335626,9.066770134903702,44.35900808962605,11.7,277.7176137785715,5.744939374685914,.08057232873587557,3.89255,2.968,16.69105155183515,4468.03518835998,12.2328136573853,TJN,"Otto Matic",1960-09-24,2016-05-13,,
" 22203 Prothoenor (6020 P-L)",Prothoenor,N,N,20200531.0000000,J2000,.1009036868355048,5.198544806302947,4.673992469167414,1.380562996061774,96.70722960539563,11.6,61.9503388373541,5.723097143438479,.0831536632980233,3.65795,2.989,189.4115609686773,4329.334219585221,11.8530711008493,TJN,"Otto Matic",1954-02-26,2019-11-25,24.605,0.073
" 22222 Hodios (3156 T-2)",Hodios,N,N,20200531.0000000,J2000,.04424622599793836,5.072228594784889,4.847801622066831,2.402679198423278,25.26670956257396,12.5,278.8063397627136,5.296655567502946,.08627914779656268,3.86288,2.997,48.85907945750939,4172.502965013549,11.4236905270734,TJN,"Otto Matic",1973-09-25,2019-09-06,,
" 22227 Polyxenos (5030 T-2)",Polyxenos,N,N,20200531.0000000,J2000,.1337327910057779,5.229563807216912,4.530199643534992,10.95105148633655,157.6341483834591,11.9,266.8991392629733,5.928927970898831,.08241492627181968,3.54978,2.946,289.8697905825816,4368.140776012508,11.9593176619097,TJN,"Otto Matic",1973-09-20,2019-09-30,,
" 22404 (1995 ME4)",,N,N,20200531.0000000,J2000,.1207767574832384,5.277678526222128,4.640257626786103,9.288913284679339,178.8173933009293,12.0,269.4800386362508,5.915099425658153,.0812904774727462,3.65542,2.959,256.3443300832049,4428.562990304678,12.1247446688698,TJN,"Otto Matic",1995-06-29,2019-09-29,,
" 22503 Thalpius (1997 TB12)",Thalpius,N,N,20200531.0000000,J2000,.06980791461855287,5.221549382321409,4.857043908863758,9.894130809467457,194.8024259877197,12.2,294.0284525630753,5.586054855779059,.08260474395994268,3.8691,2.965,219.1084379404741,4358.103212263135,11.9318363100976,TJN,"Otto Matic",1997-10-07,2019-08-30,15.704,0.104
" 22753 (1998 WT)",,Y,Y,20200531.0000000,J2000,.5699465427122402,1.218935697372333,.5242075108664384,3.204402374293903,324.7641505896349,17.7,73.58375670253236,1.913663883878228,.7323739361014034,.0336101,5.063,307.4068188442448,491.5521733560913,1.34579650473947,APO,"Otto Matic",1955-10-24,2019-11-18,,
" 22771 (1999 CU3)",,Y,N,20200531.0000000,J2000,.524176903861252,1.576480528304799,.7501258459804384,11.40119819176822,305.781771588314,16.8,180.0670520164284,2.402835210629159,.4979332840746734,.0628587,4.220,338.9567367138204,722.9884233768394,1.97943442402968,APO,"Otto Matic",1999-02-10,2020-01-03,,
" 22808 (1999 RU12)",,N,N,20200531.0000000,J2000,.1851355423404805,5.185216957232636,4.225249003702316,10.47589085221018,342.330105001527,12.1,310.2221925485431,6.145184910762956,.08347447089398724,3.21108,2.933,310.0679983770523,4312.695799619991,11.8075175896509,TJN,"Otto Matic",1994-02-11,2019-04-11,,
" 23075 (1999 XV83)",,N,N,20200531.0000000,J2000,.1722132364962478,5.207602774733815,4.310784646510065,14.43465668347551,319.6376547038926,11.0,284.6289352061175,6.104420902957567,.08293680469654285,3.34046,2.908,104.2927556507168,4340.654324906808,11.8840638601145,TJN,"Otto Matic",1951-11-08,2019-10-31,33.744,0.074
" 23114 (2000 AL16)",,N,N,20200531.0000000,J2000,.05381097123810954,5.19401146074379,4.914516659419295,1.956708438516453,353.8840268386776,12.0,307.2268706455383,5.473506262068287,.08326255212170816,3.92171,2.996,43.443089138246,4323.672417268375,11.8375699309196,TJN,"Otto Matic",1995-08-23,2019-10-21,,
" 23118 (2000 AU27)",,N,N,20200531.0000000,J2000,.2041772957507665,5.185195607049224,4.126496390063159,3.685926753449775,74.58672610347308,12.1,283.8761835262811,6.243894824035289,.0834749864571116,3.14424,2.954,1.461707225806168,4312.669163294366,11.8074446633658,TJN,"Otto Matic",1997-09-29,2019-08-28,,
" 23119 (2000 AP33)",,N,N,20200531.0000000,J2000,.1324635751314368,5.253849869371192,4.557906132470452,18.4431815244063,62.73066297932051,11.2,337.145907670152,5.949793606271931,.08184413934881617,3.60645,2.880,317.4613156071255,4398.604504419011,12.0427228047064,TJN,"Otto Matic",1987-12-24,2020-01-06,32.954,0.059
" 23123 (2000 AU57)",,N,N,20200531.0000000,J2000,.05834314695762317,5.337277085800524,5.025883544430109,8.528080216019294,124.7016574031475,11.3,277.7277478501392,5.648670627170939,.0799326937588464,4.05092,2.975,317.7040044923312,4503.789163994709,12.3307027077199,TJN,"Otto Matic",1976-02-27,2019-12-06,25.883,0.096
" 23126 (2000 AK95)",,N,N,20200531.0000000,J2000,.02772255742400644,5.238330865943633,5.093110937706565,1.226485791417335,9.529796398712939,11.7,22.73337219792487,5.383550794180701,.08220811399222375,4.09289,2.999,3.358683279479148,4379.129778285063,11.9894039104314,TJN,"Otto Matic",1993-07-20,2020-02-03,23.411,0.074
" 23135 (2000 AN146)",,N,N,20200531.0000000,J2000,.05041497268052109,5.260822744787275,4.99559850983176,17.35691439078511,254.9624677926061,9.9,221.8399974669585,5.526046979742788,.08168147472284584,4.05772,2.906,256.579838427123,4407.364108220612,12.0667052928696,TJN,"Otto Matic",1967-04-11,2020-01-26,66.230,0.044
" 23144 (2000 AY182)",,N,N,20200531.0000000,J2000,.06844278681234024,5.246251967690498,4.887183862702036,9.411078827504545,210.0329063040457,11.5,293.535625515821,5.605320072678959,.08202200027321532,3.9064,2.968,230.132551136193,4389.066333432979,12.0166087157645,TJN,"Otto Matic",1996-11-08,2019-11-27,19.007,0.135
" 23152 (2000 CS8)",,N,N,20200531.0000000,J2000,.1509955111795679,5.215592691997841,4.428061607365208,11.4304139007057,293.2148914897575,11.9,297.6414530057107,6.003123776630473,.08274629776982317,3.46249,2.938,129.3321575338069,4350.64781993532,11.9114245583445,TJN,"Otto Matic",1954-02-10,2019-10-03,19.483,0.097
" 23183 (2000 OY21)",,Y,N,20200531.0000000,J2000,.4007106718036229,1.824111238838932,1.093170398879244,40.97492385237702,301.4779839613491,16.0,318.9707408637193,2.555052078798619,.4000618096896621,.257106,3.672,119.6572166009804,899.8609496849024,2.46368500940425,AMO,"Otto Matic",1994-06-03,2019-07-26,1.098,0.640
" 23187 (2000 PN9)",,Y,Y,20200531.0000000,J2000,.5892830204786228,1.846978303663639,.7585853501222467,51.32346316934102,293.5495950799802,16.0,259.1400142658761,2.935371257205031,.3926552270096486,.0141495,3.419,164.3116369942603,916.8348597869393,2.51015704253782,APO,"Otto Matic",1990-08-02,2019-08-27,,
" 23269 (2000 YH62)",,N,N,20200531.0000000,J2000,.02340923674357604,5.213201770552907,5.091164696114005,8.725067451044787,316.6140288180142,11.5,107.9624897169306,5.33523884499181,.08280322897694163,4.08298,2.976,285.7077420843647,4347.656540063792,11.9032348803937,TJN,"Otto Matic",1986-11-05,2020-01-16,24.114,0.092
" 23285 (2000 YH119)",,N,N,20200531.0000000,J2000,.05533005997836447,5.10732974149403,4.82474088056788,16.57865654462215,132.9126847963068,11.1,255.5583481325709,5.389918602420178,.0853912217038956,3.86334,2.915,329.8549590664853,4215.89002729512,11.5424778296923,TJN,"Otto Matic",1996-07-14,2020-01-06,29.690,0.087
" 23355 Elephenor (9602 P-L)",Elephenor,N,N,20200531.0000000,J2000,.0621633535063385,5.25012352849085,4.923758243637328,7.061488352551434,244.5845098061709,11.9,311.7718018051146,5.576488813344371,.08193128966154054,3.93654,2.981,147.0117466568952,4393.925708812418,12.0299129604721,TJN,"Otto Matic",1951-11-08,2019-10-27,,
" 23382 Epistrophos (4536 T-2)",Epistrophos,N,N,20200531.0000000,J2000,.1045945561146158,5.221943513402175,4.675756649562277,15.03545394577437,284.1588809481673,11.9,264.3620248530102,5.768130377242072,.08259539213070437,3.73188,2.921,174.4155110452419,4358.596656703467,11.9331872873469,TJN,"Otto Matic",1973-09-19,2019-09-24,23.995,0.058
" 23383 Schedios (5146 T-2)",Schedios,N,N,20200531.0000000,J2000,.1095079966839278,5.195679114005754,4.62671070281846,10.82519176258631,137.6176305262714,11.8,264.1962497475024,5.76464752519305,.08322246825939358,3.65216,2.953,301.2128465008765,4325.754901644192,11.8432714624071,TJN,"Otto Matic",1973-09-20,2019-11-01,,
" 23463 (1989 TX11)",,N,N,20200531.0000000,J2000,.04785063809306891,5.176014251091045,4.92833866639752,12.88865456145747,271.2574496096521,11.5,212.8585142960686,5.42368983578457,.08369719025080487,3.96239,2.948,110.6440396195397,4301.219657687829,11.7760976254287,TJN,"Otto Matic",1989-09-29,2019-05-10,26.310,0.070
" 23480 (1991 EL)",,N,N,20200531.0000000,J2000,.08627049748186061,5.203009980109153,4.75414372072205,22.55100936692223,302.813005722737,11.3,128.2612848153728,5.651876239496255,.08304664373953075,3.79778,2.840,280.309014309635,4334.913294378417,11.8683457751634,TJN,"Otto Matic",1989-01-28,2020-01-03,27.621,0.084
" 23548 (1994 EF2)",,Y,N,20200531.0000000,J2000,.5169319651265742,2.292214291354075,1.107295453233195,23.40183488080964,124.170580288698,17.5,218.1392822030196,3.477133129474954,.284001902941155,.244028,3.313,345.9127232847056,1267.59714027195,3.47049182825996,AMO,"Otto Matic",1994-03-11,2017-11-19,,
" 23549 Epicles (1994 ES6)",Epicles,N,N,20200531.0000000,J2000,.04534330501051372,5.263136057375125,5.024488073813732,9.044926144577166,70.69419595825082,11.7,39.18610368897839,5.501784040936518,.08162762830394038,4.03767,2.973,123.9853683020452,4410.271466660043,12.0746652064614,TJN,"Otto Matic",1954-11-24,2019-05-10,17.505,0.132
" 23606 (1996 AS1)",,Y,N,20200531.0000000,J2000,.3611926236399146,1.750023170020595,1.117927709810216,14.36107244233054,357.5291394151938,18.0,29.24099695401193,2.382118630230974,.4257340398085142,.102188,4.021,296.6428084651787,845.5983462396385,2.3151220978498,AMO,"Otto Matic",1985-07-18,2018-12-31,,
" 23622 (1996 RW29)",,N,N,20200531.0000000,J2000,.03324721114400574,5.121155628732507,4.950891486242724,13.03250207498809,323.8464218333898,11.4,258.807889720223,5.291419771222289,.08504565159567086,3.97532,2.948,146.5397830791215,4233.020657088191,11.5893789379553,TJN,"Otto Matic",1982-08-12,2019-11-30,21.258,0.129
" 23624 (1996 UX3)",,N,N,20200531.0000000,J2000,.1615940986092987,5.224886062468031,4.380575308867222,19.92807401627953,235.3578700702577,11.7,284.1193140955294,6.069196816068841,.08252562789979771,3.44219,2.855,211.1396521179062,4362.281259309054,11.9432751794909,TJN,"Otto Matic",1991-05-17,2019-11-27,27.292,0.060
" 23694 (1997 KZ3)",,N,N,20200531.0000000,J2000,.03719423806496753,5.222682260512371,5.028428573177191,9.780034841192704,223.4088105158383,11.4,263.1542086183301,5.416935947847551,.08257786810384113,4.02046,2.970,81.6407472211116,4359.521603867302,11.9357196546675,TJN,"Otto Matic",1991-10-18,2020-02-03,32.389,0.051
